#Time  flux(x0) flux(x1) flux(y0) flux(y1)
561.2  -0.00500001 0.00500001 0 0
561.3  -0.00500001 0.00500001 0 0
561.4  -0.00500001 0.00500001 0 0
561.5  -0.00500001 0.00500001 0 0
561.6  -0.00500001 0.00500001 0 0
561.7  -0.00500001 0.00500001 0 0
561.8  -0.00500001 0.00500001 0 0
561.9  -0.00500001 0.00500001 0 0
562  -0.00500001 0.00500001 0 0
562.1  -0.00500001 0.00500001 0 0
562.2  -0.00500001 0.00500001 0 0
562.3  -0.00500001 0.00500001 0 0
562.4  -0.00500001 0.00500001 0 0
562.5  -0.00500001 0.00500001 0 0
562.6  -0.00500001 0.00500001 0 0
562.7  -0.00500001 0.00500001 0 0
562.8  -0.00500001 0.00500001 0 0
562.9  -0.00500001 0.00500001 0 0
563  -0.00500001 0.00500001 0 0
563.1  -0.00500001 0.00500001 0 0
563.2  -0.00500001 0.00500001 0 0
563.3  -0.00500001 0.00500001 0 0
563.4  -0.00500001 0.00500001 0 0
563.5  -0.00500001 0.00500001 0 0
563.6  -0.00500001 0.00500001 0 0
563.7  -0.00500001 0.00500001 0 0
563.8  -0.00500001 0.00500001 0 0
563.9  -0.00500001 0.00500001 0 0
564  -0.00500001 0.00500001 0 0
564.1  -0.00500001 0.00500001 0 0
564.2  -0.00500001 0.00500001 0 0
564.3  -0.00500001 0.00500001 0 0
564.4  -0.00500001 0.00500001 0 0
564.5  -0.00500001 0.00500001 0 0
564.6  -0.00500001 0.00500001 0 0
564.7  -0.00500001 0.00500001 0 0
564.8  -0.00500001 0.00500001 0 0
564.9  -0.00500001 0.00500001 0 0
565  -0.00500001 0.00500001 0 0
565.1  -0.00500001 0.00500001 0 0
565.2  -0.00500001 0.00500001 0 0
565.3  -0.00500001 0.00500001 0 0
565.4  -0.00500001 0.00500001 0 0
565.5  -0.00500001 0.00500001 0 0
565.6  -0.00500001 0.00500001 0 0
565.7  -0.00500001 0.00500001 0 0
565.8  -0.00500001 0.00500001 0 0
565.9  -0.00500001 0.00500001 0 0
566  -0.00500001 0.00500001 0 0
566.1  -0.00500001 0.00500001 0 0
566.2  -0.00500001 0.00500001 0 0
566.3  -0.00500001 0.00500001 0 0
566.4  -0.00500001 0.00500001 0 0
566.5  -0.00500001 0.00500001 0 0
566.6  -0.00500001 0.00500001 0 0
566.7  -0.00500001 0.00500001 0 0
566.8  -0.00500001 0.00500001 0 0
566.9  -0.00500001 0.00500001 0 0
567  -0.00500001 0.00500001 0 0
567.1  -0.00500001 0.00500001 0 0
567.2  -0.00500001 0.00500001 0 0
567.3  -0.00500001 0.00500001 0 0
567.4  -0.00500001 0.00500001 0 0
567.5  -0.00500001 0.00500001 0 0
567.6  -0.00500001 0.00500001 0 0
567.7  -0.00500001 0.00500001 0 0
567.8  -0.00500001 0.00500001 0 0
567.9  -0.00500001 0.00500001 0 0
568  -0.00500001 0.00500001 0 0
568.1  -0.00500001 0.00500001 0 0
568.2  -0.00500001 0.00500001 0 0
568.3  -0.00500001 0.00500001 0 0
568.4  -0.00500001 0.00500001 0 0
568.5  -0.00500001 0.00500001 0 0
568.6  -0.00500001 0.00500001 0 0
568.7  -0.00500001 0.00500001 0 0
568.8  -0.00500001 0.00500001 0 0
568.9  -0.00500001 0.00500001 0 0
569  -0.00500001 0.00500001 0 0
569.1  -0.00500001 0.00500001 0 0
569.2  -0.00500001 0.00500001 0 0
569.3  -0.00500001 0.00500001 0 0
569.4  -0.00500001 0.00500001 0 0
569.5  -0.00500001 0.00500001 0 0
569.6  -0.00500001 0.00500001 0 0
569.7  -0.00500001 0.00500001 0 0
569.8  -0.00500001 0.00500001 0 0
569.9  -0.00500001 0.00500001 0 0
570  -0.00500001 0.00500001 0 0
570.1  -0.00500001 0.00500001 0 0
570.2  -0.00500001 0.00500001 0 0
570.3  -0.00500001 0.00500001 0 0
570.4  -0.00500001 0.00500001 0 0
570.5  -0.00500001 0.00500001 0 0
570.6  -0.00500001 0.00500001 0 0
570.7  -0.00500001 0.00500001 0 0
570.8  -0.00500001 0.00500001 0 0
570.9  -0.00500001 0.00500001 0 0
571  -0.00500001 0.00500001 0 0
571.1  -0.00500001 0.00500001 0 0
571.2  -0.00500001 0.00500001 0 0
571.3  -0.00500001 0.00500001 0 0
571.4  -0.00500001 0.00500001 0 0
571.5  -0.00500001 0.00500001 0 0
571.6  -0.00500001 0.00500001 0 0
571.7  -0.00500001 0.00500001 0 0
571.8  -0.00500001 0.00500001 0 0
571.9  -0.00500001 0.00500001 0 0
572  -0.00500001 0.00500001 0 0
572.1  -0.00500001 0.00500001 0 0
572.2  -0.00500001 0.00500001 0 0
572.3  -0.00500001 0.00500001 0 0
572.4  -0.00500001 0.00500001 0 0
572.5  -0.00500001 0.00500001 0 0
572.6  -0.00500001 0.00500001 0 0
572.7  -0.00500001 0.00500001 0 0
572.8  -0.00500001 0.00500001 0 0
572.9  -0.00500001 0.00500001 0 0
573  -0.00500001 0.00500001 0 0
573.1  -0.00500001 0.00500001 0 0
573.2  -0.00500001 0.00500001 0 0
573.3  -0.00500001 0.00500001 0 0
573.4  -0.00500001 0.00500001 0 0
573.5  -0.00500001 0.00500001 0 0
573.6  -0.00500001 0.00500001 0 0
573.7  -0.00500001 0.00500001 0 0
573.8  -0.00500001 0.00500001 0 0
573.9  -0.00500001 0.00500001 0 0
574  -0.00500001 0.00500001 0 0
574.1  -0.00500001 0.00500001 0 0
574.2  -0.00500001 0.00500001 0 0
574.3  -0.00500001 0.00500001 0 0
574.4  -0.00500001 0.00500001 0 0
574.5  -0.00500001 0.00500001 0 0
574.6  -0.00500001 0.00500001 0 0
574.7  -0.00500001 0.00500001 0 0
574.8  -0.00500001 0.00500001 0 0
574.9  -0.00500001 0.00500001 0 0
575  -0.00500001 0.00500001 0 0
575.1  -0.00500001 0.00500001 0 0
575.2  -0.00500001 0.00500001 0 0
575.3  -0.00500001 0.00500001 0 0
575.4  -0.00500001 0.00500001 0 0
575.5  -0.00500001 0.00500001 0 0
575.6  -0.00500001 0.00500001 0 0
575.7  -0.00500001 0.00500001 0 0
575.8  -0.00500001 0.00500001 0 0
575.9  -0.00500001 0.00500001 0 0
576  -0.00500001 0.00500001 0 0
576.1  -0.00500001 0.00500001 0 0
576.2  -0.00500001 0.00500001 0 0
576.3  -0.00500001 0.00500001 0 0
576.4  -0.00500001 0.00500001 0 0
576.5  -0.00500001 0.00500001 0 0
576.6  -0.00500001 0.00500001 0 0
576.7  -0.00500001 0.00500001 0 0
576.8  -0.00500001 0.00500001 0 0
576.9  -0.00500001 0.00500001 0 0
577  -0.00500001 0.00500001 0 0
577.1  -0.00500001 0.00500001 0 0
577.2  -0.00500001 0.00500001 0 0
577.3  -0.00500001 0.00500001 0 0
577.4  -0.00500001 0.00500001 0 0
577.5  -0.00500001 0.00500001 0 0
577.6  -0.00500001 0.00500001 0 0
577.7  -0.00500001 0.00500001 0 0
577.8  -0.00500001 0.00500001 0 0
577.9  -0.00500001 0.00500001 0 0
578  -0.00500001 0.00500001 0 0
578.1  -0.00500001 0.00500001 0 0
578.2  -0.00500001 0.00500001 0 0
578.3  -0.00500001 0.00500001 0 0
578.4  -0.00500001 0.00500001 0 0
578.5  -0.00500001 0.00500001 0 0
578.6  -0.00500001 0.00500001 0 0
578.7  -0.00500001 0.00500001 0 0
578.8  -0.00500001 0.00500001 0 0
578.9  -0.00500001 0.00500001 0 0
579  -0.00500001 0.00500001 0 0
579.1  -0.00500001 0.00500001 0 0
579.2  -0.00500001 0.00500001 0 0
579.3  -0.00500001 0.00500001 0 0
579.4  -0.00500001 0.00500001 0 0
579.5  -0.00500001 0.00500001 0 0
579.6  -0.00500001 0.00500001 0 0
579.7  -0.00500001 0.00500001 0 0
579.8  -0.00500001 0.00500001 0 0
579.9  -0.00500001 0.00500001 0 0
580  -0.00500001 0.00500001 0 0
580.1  -0.00500001 0.00500001 0 0
580.2  -0.00500001 0.00500001 0 0
580.3  -0.00500001 0.00500001 0 0
580.4  -0.00500001 0.00500001 0 0
580.5  -0.00500001 0.00500001 0 0
580.6  -0.00500001 0.00500001 0 0
580.7  -0.00500001 0.00500001 0 0
580.8  -0.00500001 0.00500001 0 0
580.9  -0.00500001 0.00500001 0 0
581  -0.00500001 0.00500001 0 0
581.1  -0.00500001 0.00500001 0 0
581.2  -0.00500001 0.00500001 0 0
581.3  -0.00500001 0.00500001 0 0
581.4  -0.00500001 0.00500001 0 0
581.5  -0.00500001 0.00500001 0 0
581.6  -0.00500001 0.00500001 0 0
581.7  -0.00500001 0.00500001 0 0
581.8  -0.00500001 0.00500001 0 0
581.9  -0.00500001 0.00500001 0 0
582  -0.00500001 0.00500001 0 0
582.1  -0.00500001 0.00500001 0 0
582.2  -0.00500001 0.00500001 0 0
582.3  -0.00500001 0.00500001 0 0
582.4  -0.00500001 0.00500001 0 0
582.5  -0.00500001 0.00500001 0 0
582.6  -0.00500001 0.00500001 0 0
582.7  -0.00500001 0.00500001 0 0
582.8  -0.00500001 0.00500001 0 0
582.9  -0.00500001 0.00500001 0 0
583  -0.00500001 0.00500001 0 0
583.1  -0.00500001 0.00500001 0 0
583.2  -0.00500001 0.00500001 0 0
583.3  -0.00500001 0.00500001 0 0
583.4  -0.00500001 0.00500001 0 0
583.5  -0.00500001 0.00500001 0 0
583.6  -0.00500001 0.00500001 0 0
583.7  -0.00500001 0.00500001 0 0
583.8  -0.00500001 0.00500001 0 0
583.9  -0.00500001 0.00500001 0 0
584  -0.00500001 0.00500001 0 0
584.1  -0.00500001 0.00500001 0 0
584.2  -0.00500001 0.00500001 0 0
584.3  -0.00500001 0.00500001 0 0
584.4  -0.00500001 0.00500001 0 0
584.5  -0.00500001 0.00500001 0 0
584.6  -0.00500001 0.00500001 0 0
584.7  -0.00500001 0.00500001 0 0
584.8  -0.00500001 0.00500001 0 0
584.9  -0.00500001 0.00500001 0 0
585  -0.00500001 0.00500001 0 0
585.1  -0.00500001 0.00500001 0 0
585.2  -0.00500001 0.00500001 0 0
585.3  -0.00500001 0.00500001 0 0
585.4  -0.00500001 0.00500001 0 0
585.5  -0.00500001 0.00500001 0 0
585.6  -0.00500001 0.00500001 0 0
585.7  -0.00500001 0.00500001 0 0
585.8  -0.00500001 0.00500001 0 0
585.9  -0.00500001 0.00500001 0 0
586  -0.00500001 0.00500001 0 0
586.1  -0.00500001 0.00500001 0 0
586.2  -0.00500001 0.00500001 0 0
586.3  -0.00500001 0.00500001 0 0
586.4  -0.00500001 0.00500001 0 0
586.5  -0.00500001 0.00500001 0 0
586.6  -0.00500001 0.00500001 0 0
586.7  -0.00500001 0.00500001 0 0
586.8  -0.00500001 0.00500001 0 0
586.9  -0.00500001 0.00500001 0 0
587  -0.00500001 0.00500001 0 0
587.1  -0.00500001 0.00500001 0 0
587.2  -0.00500001 0.00500001 0 0
587.3  -0.00500001 0.00500001 0 0
587.4  -0.00500001 0.00500001 0 0
587.5  -0.00500001 0.00500001 0 0
587.6  -0.00500001 0.00500001 0 0
587.7  -0.00500001 0.00500001 0 0
587.8  -0.00500001 0.00500001 0 0
587.9  -0.00500001 0.00500001 0 0
588  -0.00500001 0.00500001 0 0
588.1  -0.00500001 0.00500001 0 0
588.2  -0.00500001 0.00500001 0 0
588.3  -0.00500001 0.00500001 0 0
588.4  -0.00500001 0.00500001 0 0
588.5  -0.00500001 0.00500001 0 0
588.6  -0.00500001 0.00500001 0 0
588.7  -0.00500001 0.00500001 0 0
588.8  -0.00500001 0.00500001 0 0
588.9  -0.00500001 0.00500001 0 0
589  -0.00500001 0.00500001 0 0
589.1  -0.00500001 0.00500001 0 0
589.2  -0.00500001 0.00500001 0 0
589.3  -0.00500001 0.00500001 0 0
589.4  -0.00500001 0.00500001 0 0
589.5  -0.00500001 0.00500001 0 0
589.6  -0.00500001 0.00500001 0 0
589.7  -0.00500001 0.00500001 0 0
589.8  -0.00500001 0.00500001 0 0
589.9  -0.00500001 0.00500001 0 0
590  -0.00500001 0.00500001 0 0
590.1  -0.00500001 0.00500001 0 0
590.2  -0.00500001 0.00500001 0 0
590.3  -0.00500001 0.00500001 0 0
590.4  -0.00500001 0.00500001 0 0
590.5  -0.00500001 0.00500001 0 0
590.6  -0.00500001 0.00500001 0 0
590.7  -0.00500001 0.00500001 0 0
590.8  -0.00500001 0.00500001 0 0
590.9  -0.00500001 0.00500001 0 0
591  -0.00500001 0.00500001 0 0
591.1  -0.00500001 0.00500001 0 0
591.2  -0.00500001 0.00500001 0 0
591.3  -0.00500001 0.00500001 0 0
591.4  -0.00500001 0.00500001 0 0
591.5  -0.00500001 0.00500001 0 0
591.6  -0.00500001 0.00500001 0 0
591.7  -0.00500001 0.00500001 0 0
591.8  -0.00500001 0.00500001 0 0
591.9  -0.00500001 0.00500001 0 0
592  -0.00500001 0.00500001 0 0
592.1  -0.00500001 0.00500001 0 0
592.2  -0.00500001 0.00500001 0 0
592.3  -0.00500001 0.00500001 0 0
592.4  -0.00500001 0.00500001 0 0
592.5  -0.00500001 0.00500001 0 0
592.6  -0.00500001 0.00500001 0 0
592.7  -0.00500001 0.00500001 0 0
592.8  -0.00500001 0.00500001 0 0
592.9  -0.00500001 0.00500001 0 0
593  -0.00500001 0.00500001 0 0
593.1  -0.00500001 0.00500001 0 0
593.2  -0.00500001 0.00500001 0 0
593.3  -0.00500001 0.00500001 0 0
593.4  -0.00500001 0.00500001 0 0
593.5  -0.00500001 0.00500001 0 0
593.6  -0.00500001 0.00500001 0 0
593.7  -0.00500001 0.00500001 0 0
593.8  -0.00500001 0.00500001 0 0
593.9  -0.00500001 0.00500001 0 0
594  -0.00500001 0.00500001 0 0
594.1  -0.00500001 0.00500001 0 0
594.2  -0.00500001 0.00500001 0 0
594.3  -0.00500001 0.00500001 0 0
594.4  -0.00500001 0.00500001 0 0
594.5  -0.00500001 0.00500001 0 0
594.6  -0.00500001 0.00500001 0 0
594.7  -0.00500001 0.00500001 0 0
594.8  -0.00500001 0.00500001 0 0
594.9  -0.00500001 0.00500001 0 0
595  -0.00500001 0.00500001 0 0
595.1  -0.00500001 0.00500001 0 0
595.2  -0.00500001 0.00500001 0 0
595.3  -0.00500001 0.00500001 0 0
595.4  -0.00500001 0.00500001 0 0
595.5  -0.00500001 0.00500001 0 0
595.6  -0.00500001 0.00500001 0 0
595.7  -0.00500001 0.00500001 0 0
595.8  -0.00500001 0.00500001 0 0
595.9  -0.00500001 0.00500001 0 0
596  -0.00500001 0.00500001 0 0
596.1  -0.00500001 0.00500001 0 0
596.2  -0.00500001 0.00500001 0 0
596.3  -0.00500001 0.00500001 0 0
596.4  -0.00500001 0.00500001 0 0
596.5  -0.00500001 0.00500001 0 0
596.6  -0.00500001 0.00500001 0 0
596.7  -0.00500001 0.00500001 0 0
596.8  -0.00500001 0.00500001 0 0
596.9  -0.00500001 0.00500001 0 0
597  -0.00500001 0.00500001 0 0
597.1  -0.00500001 0.00500001 0 0
597.2  -0.00500001 0.00500001 0 0
597.3  -0.00500001 0.00500001 0 0
597.4  -0.00500001 0.00500001 0 0
597.5  -0.00500001 0.00500001 0 0
597.6  -0.00500001 0.00500001 0 0
597.7  -0.00500001 0.00500001 0 0
597.8  -0.00500001 0.00500001 0 0
597.9  -0.00500001 0.00500001 0 0
598  -0.00500001 0.00500001 0 0
598.1  -0.00500001 0.00500001 0 0
598.2  -0.00500001 0.00500001 0 0
598.3  -0.00500001 0.00500001 0 0
598.4  -0.00500001 0.00500001 0 0
598.5  -0.00500001 0.00500001 0 0
598.6  -0.00500001 0.00500001 0 0
598.7  -0.00500001 0.00500001 0 0
598.8  -0.00500001 0.00500001 0 0
598.9  -0.00500001 0.00500001 0 0
599  -0.00500001 0.00500001 0 0
599.1  -0.00500001 0.00500001 0 0
599.2  -0.00500001 0.00500001 0 0
599.3  -0.00500001 0.00500001 0 0
599.4  -0.00500001 0.00500001 0 0
599.5  -0.00500001 0.00500001 0 0
599.6  -0.00500001 0.00500001 0 0
599.7  -0.00500001 0.00500001 0 0
599.8  -0.00500001 0.00500001 0 0
599.9  -0.00500001 0.00500001 0 0
600  -0.00500001 0.00500001 0 0
600.1  -0.00500001 0.00500001 0 0
600.2  -0.00500001 0.00500001 0 0
600.3  -0.00500001 0.00500001 0 0
600.4  -0.00500001 0.00500001 0 0
600.5  -0.00500001 0.00500001 0 0
600.6  -0.00500001 0.00500001 0 0
600.7  -0.00500001 0.00500001 0 0
600.8  -0.00500001 0.00500001 0 0
600.9  -0.00500001 0.00500001 0 0
601  -0.00500001 0.00500001 0 0
601.1  -0.00500001 0.00500001 0 0
601.2  -0.00500001 0.00500001 0 0
601.3  -0.00500001 0.00500001 0 0
601.4  -0.00500001 0.00500001 0 0
601.5  -0.00500001 0.00500001 0 0
601.6  -0.00500001 0.00500001 0 0
601.7  -0.00500001 0.00500001 0 0
601.8  -0.00500001 0.00500001 0 0
601.9  -0.00500001 0.00500001 0 0
602  -0.00500001 0.00500001 0 0
602.1  -0.00500001 0.00500001 0 0
602.2  -0.00500001 0.00500001 0 0
602.3  -0.00500001 0.00500001 0 0
602.4  -0.00500001 0.00500001 0 0
602.5  -0.00500001 0.00500001 0 0
602.6  -0.00500001 0.00500001 0 0
602.7  -0.00500001 0.00500001 0 0
602.8  -0.00500001 0.00500001 0 0
602.9  -0.00500001 0.00500001 0 0
603  -0.00500001 0.00500001 0 0
603.1  -0.00500001 0.00500001 0 0
603.2  -0.00500001 0.00500001 0 0
603.3  -0.00500001 0.00500001 0 0
603.4  -0.00500001 0.00500001 0 0
603.5  -0.00500001 0.00500001 0 0
603.6  -0.00500001 0.00500001 0 0
603.7  -0.00500001 0.00500001 0 0
603.8  -0.00500001 0.00500001 0 0
603.9  -0.00500001 0.00500001 0 0
604  -0.00500001 0.00500001 0 0
604.1  -0.00500001 0.00500001 0 0
604.2  -0.00500001 0.00500001 0 0
604.3  -0.00500001 0.00500001 0 0
604.4  -0.00500001 0.00500001 0 0
604.5  -0.00500001 0.00500001 0 0
604.6  -0.00500001 0.00500001 0 0
604.7  -0.00500001 0.00500001 0 0
604.8  -0.00500001 0.00500001 0 0
604.9  -0.00500001 0.00500001 0 0
605  -0.00500001 0.00500001 0 0
605.1  -0.00500001 0.00500001 0 0
605.2  -0.00500001 0.00500001 0 0
605.3  -0.00500001 0.00500001 0 0
605.4  -0.00500001 0.00500001 0 0
605.5  -0.00500001 0.00500001 0 0
605.6  -0.00500001 0.00500001 0 0
605.7  -0.00500001 0.00500001 0 0
605.8  -0.00500001 0.00500001 0 0
605.9  -0.00500001 0.00500001 0 0
606  -0.00500001 0.00500001 0 0
606.1  -0.00500001 0.00500001 0 0
606.2  -0.00500001 0.00500001 0 0
606.3  -0.00500001 0.00500001 0 0
606.4  -0.00500001 0.00500001 0 0
606.5  -0.00500001 0.00500001 0 0
606.6  -0.00500001 0.00500001 0 0
606.7  -0.00500001 0.00500001 0 0
606.8  -0.00500001 0.00500001 0 0
606.9  -0.00500001 0.00500001 0 0
607  -0.00500001 0.00500001 0 0
607.1  -0.00500001 0.00500001 0 0
607.2  -0.00500001 0.00500001 0 0
607.3  -0.00500001 0.00500001 0 0
607.4  -0.00500001 0.00500001 0 0
607.5  -0.00500001 0.00500001 0 0
607.6  -0.00500001 0.00500001 0 0
607.7  -0.00500001 0.00500001 0 0
607.8  -0.00500001 0.00500001 0 0
607.9  -0.00500001 0.00500001 0 0
608  -0.00500001 0.00500001 0 0
608.1  -0.00500001 0.00500001 0 0
608.2  -0.00500001 0.00500001 0 0
608.3  -0.00500001 0.00500001 0 0
608.4  -0.00500001 0.00500001 0 0
608.5  -0.00500001 0.00500001 0 0
608.6  -0.00500001 0.00500001 0 0
608.7  -0.00500001 0.00500001 0 0
608.8  -0.00500001 0.00500001 0 0
608.9  -0.00500001 0.00500001 0 0
609  -0.00500001 0.00500001 0 0
609.1  -0.00500001 0.00500001 0 0
609.2  -0.00500001 0.00500001 0 0
609.3  -0.00500001 0.00500001 0 0
609.4  -0.00500001 0.00500001 0 0
609.5  -0.00500001 0.00500001 0 0
609.6  -0.00500001 0.00500001 0 0
609.7  -0.00500001 0.00500001 0 0
609.8  -0.00500001 0.00500001 0 0
609.9  -0.00500001 0.00500001 0 0
610  -0.00500001 0.00500001 0 0
610.1  -0.00500001 0.00500001 0 0
610.2  -0.00500001 0.00500001 0 0
610.3  -0.00500001 0.00500001 0 0
610.4  -0.00500001 0.00500001 0 0
610.5  -0.00500001 0.00500001 0 0
610.6  -0.00500001 0.00500001 0 0
610.7  -0.00500001 0.00500001 0 0
610.8  -0.00500001 0.00500001 0 0
610.9  -0.00500001 0.00500001 0 0
611  -0.00500001 0.00500001 0 0
611.1  -0.00500001 0.00500001 0 0
611.2  -0.00500001 0.00500001 0 0
611.3  -0.00500001 0.00500001 0 0
611.4  -0.00500001 0.00500001 0 0
611.5  -0.00500001 0.00500001 0 0
611.6  -0.00500001 0.00500001 0 0
611.7  -0.00500001 0.00500001 0 0
611.8  -0.00500001 0.00500001 0 0
611.9  -0.00500001 0.00500001 0 0
612  -0.00500001 0.00500001 0 0
612.1  -0.00500001 0.00500001 0 0
612.2  -0.00500001 0.00500001 0 0
612.3  -0.00500001 0.00500001 0 0
612.4  -0.00500001 0.00500001 0 0
612.5  -0.00500001 0.00500001 0 0
612.6  -0.00500001 0.00500001 0 0
612.7  -0.00500001 0.00500001 0 0
612.8  -0.00500001 0.00500001 0 0
612.9  -0.00500001 0.00500001 0 0
613  -0.00500001 0.00500001 0 0
613.1  -0.00500001 0.00500001 0 0
613.2  -0.00500001 0.00500001 0 0
613.3  -0.00500001 0.00500001 0 0
613.4  -0.00500001 0.00500001 0 0
613.5  -0.00500001 0.00500001 0 0
613.6  -0.00500001 0.00500001 0 0
613.7  -0.00500001 0.00500001 0 0
613.8  -0.00500001 0.00500001 0 0
613.9  -0.00500001 0.00500001 0 0
614  -0.00500001 0.00500001 0 0
614.1  -0.00500001 0.00500001 0 0
614.2  -0.00500001 0.00500001 0 0
614.3  -0.00500001 0.00500001 0 0
614.4  -0.00500001 0.00500001 0 0
614.5  -0.00500001 0.00500001 0 0
614.6  -0.00500001 0.00500001 0 0
614.7  -0.00500001 0.00500001 0 0
614.8  -0.00500001 0.00500001 0 0
614.9  -0.00500001 0.00500001 0 0
615  -0.00500001 0.00500001 0 0
615.1  -0.00500001 0.00500001 0 0
615.2  -0.00500001 0.00500001 0 0
615.3  -0.00500001 0.00500001 0 0
615.4  -0.00500001 0.00500001 0 0
615.5  -0.00500001 0.00500001 0 0
615.6  -0.00500001 0.00500001 0 0
615.7  -0.00500001 0.00500001 0 0
615.8  -0.00500001 0.00500001 0 0
615.9  -0.00500001 0.00500001 0 0
616  -0.00500001 0.00500001 0 0
616.1  -0.00500001 0.00500001 0 0
616.2  -0.00500001 0.00500001 0 0
616.3  -0.00500001 0.00500001 0 0
616.4  -0.00500001 0.00500001 0 0
616.5  -0.00500001 0.00500001 0 0
616.6  -0.00500001 0.00500001 0 0
616.7  -0.00500001 0.00500001 0 0
616.8  -0.00500001 0.00500001 0 0
616.9  -0.00500001 0.00500001 0 0
617  -0.00500001 0.00500001 0 0
617.1  -0.00500001 0.00500001 0 0
617.2  -0.00500001 0.00500001 0 0
617.3  -0.00500001 0.00500001 0 0
617.4  -0.00500001 0.00500001 0 0
617.5  -0.00500001 0.00500001 0 0
617.6  -0.00500001 0.00500001 0 0
617.7  -0.00500001 0.00500001 0 0
617.8  -0.00500001 0.00500001 0 0
617.9  -0.00500001 0.00500001 0 0
618  -0.00500001 0.00500001 0 0
618.1  -0.00500001 0.00500001 0 0
618.2  -0.00500001 0.00500001 0 0
618.3  -0.00500001 0.00500001 0 0
618.4  -0.00500001 0.00500001 0 0
618.5  -0.00500001 0.00500001 0 0
618.6  -0.00500001 0.00500001 0 0
618.7  -0.00500001 0.00500001 0 0
618.8  -0.00500001 0.00500001 0 0
618.9  -0.00500001 0.00500001 0 0
619  -0.00500001 0.00500001 0 0
619.1  -0.00500001 0.00500001 0 0
619.2  -0.00500001 0.00500001 0 0
619.3  -0.00500001 0.00500001 0 0
619.4  -0.00500001 0.00500001 0 0
619.5  -0.00500001 0.00500001 0 0
619.6  -0.00500001 0.00500001 0 0
619.7  -0.00500001 0.00500001 0 0
619.8  -0.00500001 0.00500001 0 0
619.9  -0.00500001 0.00500001 0 0
620  -0.00500001 0.00500001 0 0
620.1  -0.00500001 0.00500001 0 0
620.2  -0.00500001 0.00500001 0 0
620.3  -0.00500001 0.00500001 0 0
620.4  -0.00500001 0.00500001 0 0
620.5  -0.00500001 0.00500001 0 0
620.6  -0.00500001 0.00500001 0 0
620.7  -0.00500001 0.00500001 0 0
620.8  -0.00500001 0.00500001 0 0
620.9  -0.00500001 0.00500001 0 0
621  -0.00500001 0.00500001 0 0
621.1  -0.00500001 0.00500001 0 0
621.2  -0.00500001 0.00500001 0 0
621.3  -0.00500001 0.00500001 0 0
621.4  -0.00500001 0.00500001 0 0
621.5  -0.00500001 0.00500001 0 0
621.6  -0.00500001 0.00500001 0 0
621.7  -0.00500001 0.00500001 0 0
621.8  -0.00500001 0.00500001 0 0
621.9  -0.00500001 0.00500001 0 0
622  -0.00500001 0.00500001 0 0
622.1  -0.00500001 0.00500001 0 0
622.2  -0.00500001 0.00500001 0 0
622.3  -0.00500001 0.00500001 0 0
622.4  -0.00500001 0.00500001 0 0
622.5  -0.00500001 0.00500001 0 0
622.6  -0.00500001 0.00500001 0 0
622.7  -0.00500001 0.00500001 0 0
622.8  -0.00500001 0.00500001 0 0
622.9  -0.00500001 0.00500001 0 0
623  -0.00500001 0.00500001 0 0
623.1  -0.00500001 0.00500001 0 0
623.2  -0.00500001 0.00500001 0 0
623.3  -0.00500001 0.00500001 0 0
623.4  -0.00500001 0.00500001 0 0
623.5  -0.00500001 0.00500001 0 0
623.6  -0.00500001 0.00500001 0 0
623.7  -0.00500001 0.00500001 0 0
623.8  -0.00500001 0.00500001 0 0
623.9  -0.00500001 0.00500001 0 0
624  -0.00500001 0.00500001 0 0
624.1  -0.00500001 0.00500001 0 0
624.2  -0.00500001 0.00500001 0 0
624.3  -0.00500001 0.00500001 0 0
624.4  -0.00500001 0.00500001 0 0
624.5  -0.00500001 0.00500001 0 0
624.6  -0.00500001 0.00500001 0 0
624.7  -0.00500001 0.00500001 0 0
624.8  -0.00500001 0.00500001 0 0
624.9  -0.00500001 0.00500001 0 0
625  -0.00500001 0.00500001 0 0
625.1  -0.00500001 0.00500001 0 0
625.2  -0.00500001 0.00500001 0 0
625.3  -0.00500001 0.00500001 0 0
625.4  -0.00500001 0.00500001 0 0
625.5  -0.00500001 0.00500001 0 0
625.6  -0.00500001 0.00500001 0 0
625.7  -0.00500001 0.00500001 0 0
625.8  -0.00500001 0.00500001 0 0
625.9  -0.00500001 0.00500001 0 0
626  -0.00500001 0.00500001 0 0
626.1  -0.00500001 0.00500001 0 0
626.2  -0.00500001 0.00500001 0 0
626.3  -0.00500001 0.00500001 0 0
626.4  -0.00500001 0.00500001 0 0
626.5  -0.00500001 0.00500001 0 0
626.6  -0.00500001 0.00500001 0 0
626.7  -0.00500001 0.00500001 0 0
626.8  -0.00500001 0.00500001 0 0
626.9  -0.00500001 0.00500001 0 0
627  -0.00500001 0.00500001 0 0
627.1  -0.00500001 0.00500001 0 0
627.2  -0.00500001 0.00500001 0 0
627.3  -0.00500001 0.00500001 0 0
627.4  -0.00500001 0.00500001 0 0
627.5  -0.00500001 0.00500001 0 0
627.6  -0.00500001 0.00500001 0 0
627.7  -0.00500001 0.00500001 0 0
627.8  -0.00500001 0.00500001 0 0
627.9  -0.00500001 0.00500001 0 0
628  -0.00500001 0.00500001 0 0
628.1  -0.00500001 0.00500001 0 0
628.2  -0.00500001 0.00500001 0 0
